source,target,relationship
CUSTOMER::USER0521,PAYMENT::PAY_00114,payment
CUSTOMER::USER0521,IP::10.243.162.74,ip
CUSTOMER::USER0654,DEVICE::DEV_00115,device
CUSTOMER::USER0654,ADDRESS::ADDR_00115,address
CUSTOMER::USER0654,PAYMENT::PAY_00115,payment
CUSTOMER::USER0654,IP::10.158.131.231,ip
CUSTOMER::USER1350,DEVICE::DEV_00116,device
CUSTOMER::USER1350,ADDRESS::ADDR_00116,address
CUSTOMER::USER1350,PAYMENT::PAY_00116,payment
CUSTOMER::USER1350,IP::10.66.252.238,ip
CUSTOMER::USER0784,DEVICE::DEV_00117,device
CUSTOMER::USER0784,ADDRESS::ADDR_00117,address
CUSTOMER::USER0784,PAYMENT::PAY_00117,payment
CUSTOMER::USER0784,IP::10.46.42.136,ip
CUSTOMER::USER0041,DEVICE::DEV_00118,device
CUSTOMER::USER0041,ADDRESS::ADDR_00118,address
CUSTOMER::USER0041,PAYMENT::PAY_00118,payment
CUSTOMER::USER0041,IP::10.12.76.111,ip
CUSTOMER::USER1529,DEVICE::DEV_00119,device
CUSTOMER::USER1529,ADDRESS::ADDR_00119,address
CUSTOMER::USER1529,PAYMENT::PAY_00119,payment
CUSTOMER::USER1529,IP::10.247.253.39,ip
CUSTOMER::USER0296,DEVICE::DEV_00120,device
CUSTOMER::USER0296,ADDRESS::ADDR_00120,address
CUSTOMER::USER0296,PAYMENT::PAY_00120,payment
CUSTOMER::USER0296,IP::10.227.24.191,ip
CUSTOMER::USER0763,DEVICE::DEV_00121,device
CUSTOMER::USER0763,ADDRESS::ADDR_00121,address
CUSTOMER::USER0763,PAYMENT::PAY_00121,payment
CUSTOMER::USER0763,IP::10.215.227.57,ip
CUSTOMER::USER1165,DEVICE::ABUSE_DEV_004,device
CUSTOMER::USER1165,ADDRESS::ADDR_00122,address
CUSTOMER::USER1165,PAYMENT::ABUSE_PAY_004,payment
CUSTOMER::USER1165,IP::10.227.30.132,ip
DEVICE::ABUSE_DEV_004,CUSTOMER::USER1662,device
DEVICE::ABUSE_DEV_004,CUSTOMER::USER0148,device
DEVICE::ABUSE_DEV_004,CUSTOMER::USER1870,device
DEVICE::ABUSE_DEV_004,CUSTOMER::USER1113,device
PAYMENT::ABUSE_PAY_004,CUSTOMER::USER1662,payment
PAYMENT::ABUSE_PAY_004,CUSTOMER::USER0148,payment
PAYMENT::ABUSE_PAY_004,CUSTOMER::USER1870,payment
PAYMENT::ABUSE_PAY_004,CUSTOMER::USER1113,payment
CUSTOMER::USER1987,DEVICE::DEV_00123,device
CUSTOMER::USER1987,ADDRESS::ADDR_00123,address
CUSTOMER::USER1987,PAYMENT::PAY_00123,payment
CUSTOMER::USER1987,IP::10.120.81.6,ip
CUSTOMER::USER0483,DEVICE::DEV_00124,device
CUSTOMER::USER0483,ADDRESS::ADDR_00124,address
CUSTOMER::USER0483,PAYMENT::PAY_00124,payment
CUSTOMER::USER0483,IP::10.197.86.169,ip
CUSTOMER::USER1519,DEVICE::DEV_00125,device
CUSTOMER::USER1519,ADDRESS::ADDR_00125,address
CUSTOMER::USER1519,PAYMENT::PAY_00125,payment
CUSTOMER::USER1519,IP::10.105.95.226,ip
CUSTOMER::USER1376,DEVICE::DEV_00126,device
CUSTOMER::USER1376,ADDRESS::ADDR_00126,address
CUSTOMER::USER1376,PAYMENT::PAY_00126,payment
CUSTOMER::USER1376,IP::10.24.188.190,ip
CUSTOMER::USER0863,DEVICE::DEV_00127,device
CUSTOMER::USER0863,ADDRESS::ADDR_00127,address
CUSTOMER::USER0863,PAYMENT::PAY_00127,payment
CUSTOMER::USER0863,IP::10.97.67.2,ip
CUSTOMER::USER1215,DEVICE::DEV_00128,device
CUSTOMER::USER1215,ADDRESS::ADDR_00128,address
CUSTOMER::USER1215,PAYMENT::PAY_00128,payment
CUSTOMER::USER1215,IP::10.238.241.62,ip
CUSTOMER::USER1316,DEVICE::DEV_00129,device
CUSTOMER::USER1316,ADDRESS::ADDR_00129,address
CUSTOMER::USER1316,PAYMENT::PAY_00129,payment
CUSTOMER::USER1316,IP::10.9.32.18,ip
CUSTOMER::USER0089,DEVICE::DEV_00130,device
CUSTOMER::USER0089,ADDRESS::ADDR_00130,address
CUSTOMER::USER0089,PAYMENT::PAY_00130,payment
CUSTOMER::USER0089,IP::10.212.227.39,ip
CUSTOMER::USER0664,DEVICE::DEV_00131,device
CUSTOMER::USER0664,ADDRESS::ADDR_00131,address
CUSTOMER::USER0664,PAYMENT::PAY_00131,payment
CUSTOMER::USER0664,IP::10.190.46.94,ip
CUSTOMER::USER0352,DEVICE::DEV_00132,device
CUSTOMER::USER0352,ADDRESS::ADDR_00132,address
CUSTOMER::USER0352,PAYMENT::PAY_00132,payment
CUSTOMER::USER0352,IP::10.153.183.223,ip
CUSTOMER::USER1028,DEVICE::DEV_00133,device
CUSTOMER::USER1028,ADDRESS::ADDR_00133,address
CUSTOMER::USER1028,PAYMENT::PAY_00133,payment
CUSTOMER::USER1028,IP::10.12.50.72,ip
CUSTOMER::USER0512,DEVICE::DEV_00134,device
CUSTOMER::USER0512,ADDRESS::ADDR_00134,address
CUSTOMER::USER0512,PAYMENT::PAY_00134,payment
CUSTOMER::USER0512,IP::10.79.254.198,ip
CUSTOMER::USER0147,DEVICE::DEV_00135,device
CUSTOMER::USER0147,ADDRESS::ADDR_00135,address
CUSTOMER::USER0147,PAYMENT::PAY_00135,payment
CUSTOMER::USER0147,IP::10.82.247.127,ip
CUSTOMER::USER1549,DEVICE::DEV_00136,device
CUSTOMER::USER1549,ADDRESS::ADDR_00136,address
CUSTOMER::USER1549,PAYMENT::PAY_00136,payment
CUSTOMER::USER1549,IP::10.128.111.37,ip
CUSTOMER::USER1620,DEVICE::DEV_00137,device
CUSTOMER::USER1620,ADDRESS::ADDR_00137,address
CUSTOMER::USER1620,PAYMENT::PAY_00137,payment
CUSTOMER::USER1620,IP::10.238.4.45,ip
CUSTOMER::USER1497,DEVICE::DEV_00138,device
CUSTOMER::USER1497,ADDRESS::ADDR_00138,address
CUSTOMER::USER1497,PAYMENT::PAY_00138,payment
CUSTOMER::USER1497,IP::10.59.71.34,ip
CUSTOMER::USER0674,DEVICE::DEV_00139,device
CUSTOMER::USER0674,ADDRESS::ADDR_00139,address
CUSTOMER::USER0674,PAYMENT::PAY_00139,payment
CUSTOMER::USER0674,IP::10.5.173.247,ip
CUSTOMER::USER1584,DEVICE::ABUSE_DEV_006,device
CUSTOMER::USER1584,ADDRESS::ABUSE_ADDR_006,address
CUSTOMER::USER1584,PAYMENT::PAY_00140,payment
CUSTOMER::USER1584,IP::10.31.76.129,ip
DEVICE::ABUSE_DEV_006,CUSTOMER::USER1095,device
DEVICE::ABUSE_DEV_006,CUSTOMER::USER0765,device
DEVICE::ABUSE_DEV_006,CUSTOMER::USER1813,device
ADDRESS::ABUSE_ADDR_006,CUSTOMER::USER1095,address
ADDRESS::ABUSE_ADDR_006,CUSTOMER::USER0765,address
ADDRESS::ABUSE_ADDR_006,CUSTOMER::USER1813,address
CUSTOMER::USER0758,DEVICE::DEV_00141,device
CUSTOMER::USER0758,ADDRESS::ADDR_00141,address
CUSTOMER::USER0758,PAYMENT::PAY_00141,payment
CUSTOMER::USER0758,IP::10.236.177.195,ip
CUSTOMER::USER0101,DEVICE::DEV_00142,device
CUSTOMER::USER0101,ADDRESS::ADDR_00142,address
CUSTOMER::USER0101,PAYMENT::PAY_00142,payment
CUSTOMER::USER0101,IP::10.148.106.51,ip
CUSTOMER::USER0138,DEVICE::DEV_00143,device
CUSTOMER::USER0138,ADDRESS::ADDR_00143,address
CUSTOMER::USER0138,PAYMENT::PAY_00143,payment
CUSTOMER::USER0138,IP::10.220.205.7,ip
CUSTOMER::USER1362,DEVICE::DEV_00144,device
CUSTOMER::USER1362,ADDRESS::ADDR_00144,address
CUSTOMER::USER1362,PAYMENT::PAY_00144,payment
CUSTOMER::USER1362,IP::10.182.22.188,ip
CUSTOMER::USER1932,DEVICE::DEV_00145,device
CUSTOMER::USER1932,ADDRESS::ADDR_00145,address
CUSTOMER::USER1932,PAYMENT::PAY_00145,payment
CUSTOMER::USER1932,IP::10.210.34.111,ip
CUSTOMER::USER1302,DEVICE::DEV_00146,device
CUSTOMER::USER1302,ADDRESS::ADDR_00146,address
CUSTOMER::USER1302,PAYMENT::PAY_00146,payment
CUSTOMER::USER1302,IP::10.32.145.236,ip
CUSTOMER::USER0307,DEVICE::DEV_00147,device
CUSTOMER::USER0307,ADDRESS::ADDR_00147,address
CUSTOMER::USER0307,PAYMENT::PAY_00147,payment
CUSTOMER::USER0307,IP::10.21.101.248,ip
CUSTOMER::USER1940,DEVICE::DEV_00148,device
CUSTOMER::USER1940,ADDRESS::ADDR_00148,address
CUSTOMER::USER1940,PAYMENT::PAY_00148,payment
CUSTOMER::USER1940,IP::10.77.34.125,ip
CUSTOMER::USER1225,DEVICE::DEV_00149,device
CUSTOMER::USER1225,ADDRESS::ADDR_00149,address
CUSTOMER::USER1225,PAYMENT::PAY_00149,payment
CUSTOMER::USER1225,IP::10.130.169.80,ip
CUSTOMER::USER1417,DEVICE::DEV_00150,device
CUSTOMER::USER1417,ADDRESS::ADDR_00150,address
CUSTOMER::USER1417,PAYMENT::PAY_00150,payment
CUSTOMER::USER1417,IP::10.243.133.73,ip
CUSTOMER::USER1295,DEVICE::DEV_00151,device
CUSTOMER::USER1295,ADDRESS::ADDR_00151,address
CUSTOMER::USER1295,PAYMENT::PAY_00151,payment
CUSTOMER::USER1295,IP::10.244.235.127,ip
CUSTOMER::USER0090,DEVICE::DEV_00152,device
CUSTOMER::USER0090,ADDRESS::ADDR_00152,address
CUSTOMER::USER0090,PAYMENT::PAY_00152,payment
CUSTOMER::USER0090,IP::10.7.152.142,ip
CUSTOMER::USER1708,DEVICE::DEV_00153,device
CUSTOMER::USER1708,ADDRESS::ADDR_00153,address
CUSTOMER::USER1708,PAYMENT::PAY_00153,payment
CUSTOMER::USER1708,IP::10.38.162.214,ip
CUSTOMER::USER1855,DEVICE::DEV_00154,device
CUSTOMER::USER1855,ADDRESS::ADDR_00154,address
CUSTOMER::USER1855,PAYMENT::PAY_00154,payment
CUSTOMER::USER1855,IP::10.27.184.36,ip
CUSTOMER::USER0225,DEVICE::DEV_00155,device
CUSTOMER::USER0225,ADDRESS::ADDR_00155,address
CUSTOMER::USER0225,PAYMENT::PAY_00155,payment
CUSTOMER::USER0225,IP::10.191.107.2,ip
CUSTOMER::USER0768,DEVICE::DEV_00156,device
CUSTOMER::USER0768,ADDRESS::ADDR_00156,address
CUSTOMER::USER0768,PAYMENT::PAY_00156,payment
CUSTOMER::USER0768,IP::10.246.43.152,ip
CUSTOMER::USER0929,DEVICE::ABUSE_DEV_005,device
CUSTOMER::USER0929,ADDRESS::ABUSE_ADDR_005,address
CUSTOMER::USER0929,PAYMENT::PAY_00157,payment
CUSTOMER::USER0929,IP::10.47.237.188,ip
DEVICE::ABUSE_DEV_005,CUSTOMER::USER0256,device
DEVICE::ABUSE_DEV_005,CUSTOMER::USER0731,device
DEVICE::ABUSE_DEV_005,CUSTOMER::USER1452,device
ADDRESS::ABUSE_ADDR_005,CUSTOMER::USER0256,address
ADDRESS::ABUSE_ADDR_005,CUSTOMER::USER0731,address
ADDRESS::ABUSE_ADDR_005,CUSTOMER::USER1452,address
CUSTOMER::USER1925,DEVICE::DEV_00158,device
CUSTOMER::USER1925,ADDRESS::ADDR_00158,address
CUSTOMER::USER1925,PAYMENT::PAY_00158,payment
CUSTOMER::USER1925,IP::10.205.110.119,ip
CUSTOMER::USER1827,DEVICE::DEV_00159,device
CUSTOMER::USER1827,ADDRESS::ADDR_00159,address
CUSTOMER::USER1827,PAYMENT::PAY_00159,payment
CUSTOMER::USER1827,IP::10.162.200.216,ip
CUSTOMER::USER0363,DEVICE::DEV_00160,device
CUSTOMER::USER0363,ADDRESS::ADDR_00160,address
CUSTOMER::USER0363,PAYMENT::PAY_00160,payment
CUSTOMER::USER0363,IP::10.5.169.28,ip
CUSTOMER::USER0334,DEVICE::DEV_00161,device
CUSTOMER::USER0334,ADDRESS::ADDR_00161,address
CUSTOMER::USER0334,PAYMENT::PAY_00161,payment
CUSTOMER::USER0334,IP::10.74.211.64,ip
CUSTOMER::USER1269,DEVICE::DEV_00162,device
CUSTOMER::USER1269,ADDRESS::ADDR_00162,address
CUSTOMER::USER1269,PAYMENT::PAY_00162,payment
CUSTOMER::USER1269,IP::10.203.118.60,ip
CUSTOMER::USER1646,DEVICE::DEV_00163,device
CUSTOMER::USER1646,ADDRESS::ADDR_00163,address
CUSTOMER::USER1646,PAYMENT::PAY_00163,payment
CUSTOMER::USER1646,IP::10.85.135.195,ip
CUSTOMER::USER0155,DEVICE::DEV_00164,device
CUSTOMER::USER0155,ADDRESS::ADDR_00164,address
CUSTOMER::USER0155,PAYMENT::PAY_00164,payment
CUSTOMER::USER0155,IP::10.154.238.221,ip
CUSTOMER::USER1765,DEVICE::DEV_00165,device
CUSTOMER::USER1765,ADDRESS::ADDR_00165,address
CUSTOMER::USER1765,PAYMENT::PAY_00165,payment
CUSTOMER::USER1765,IP::10.192.154.74,ip
CUSTOMER::USER0651,DEVICE::DEV_00166,device
CUSTOMER::USER0651,ADDRESS::ADDR_00166,address
CUSTOMER::USER0651,PAYMENT::PAY_00166,payment
CUSTOMER::USER0651,IP::10.105.31.96,ip
CUSTOMER::USER0507,DEVICE::DEV_00167,device
CUSTOMER::USER0507,ADDRESS::ADDR_00167,address
CUSTOMER::USER0507,PAYMENT::PAY_00167,payment
CUSTOMER::USER0507,IP::10.236.109.29,ip
CUSTOMER::USER0100,DEVICE::DEV_00168,device
CUSTOMER::USER0100,ADDRESS::ADDR_00168,address
CUSTOMER::USER0100,PAYMENT::PAY_00168,payment
CUSTOMER::USER0100,IP::10.166.245.221,ip
CUSTOMER::USER0128,DEVICE::DEV_00169,device
CUSTOMER::USER0128,ADDRESS::ADDR_00169,address
CUSTOMER::USER0128,PAYMENT::PAY_00169,payment
CUSTOMER::USER0128,IP::10.70.116.135,ip
CUSTOMER::USER1447,DEVICE::DEV_00170,device
CUSTOMER::USER1447,ADDRESS::ADDR_00170,address
CUSTOMER::USER1447,PAYMENT::PAY_00170,payment
CUSTOMER::USER1447,IP::10.63.69.61,ip
CUSTOMER::USER0804,DEVICE::DEV_00171,device
CUSTOMER::USER0804,ADDRESS::ADDR_00171,address
CUSTOMER::USER0804,PAYMENT::PAY_00171,payment
CUSTOMER::USER0804,IP::10.253.190.214,ip
CUSTOMER::USER1577,DEVICE::DEV_00172,device
CUSTOMER::USER1577,ADDRESS::ADDR_00172,address
CUSTOMER::USER1577,PAYMENT::PAY_00172,payment
CUSTOMER::USER1577,IP::10.208.244.27,ip
CUSTOMER::USER0711,DEVICE::DEV_00173,device
CUSTOMER::USER0711,ADDRESS::ADDR_00173,address
CUSTOMER::USER0711,PAYMENT::PAY_00173,payment
CUSTOMER::USER0711,IP::10.224.17.121,ip
CUSTOMER::USER0760,DEVICE::DEV_00174,device
CUSTOMER::USER0760,ADDRESS::ADDR_00174,address
CUSTOMER::USER0760,PAYMENT::PAY_00174,payment
CUSTOMER::USER0760,IP::10.151.91.38,ip
CUSTOMER::USER0028,DEVICE::DEV_00175,device
CUSTOMER::USER0028,ADDRESS::ADDR_00175,address
CUSTOMER::USER0028,PAYMENT::PAY_00175,payment
CUSTOMER::USER0028,IP::10.49.210.81,ip
CUSTOMER::USER1203,DEVICE::DEV_00176,device
CUSTOMER::USER1203,ADDRESS::ADDR_00176,address
CUSTOMER::USER1203,PAYMENT::PAY_00176,payment
CUSTOMER::USER1203,IP::10.79.235.37,ip
CUSTOMER::USER0817,DEVICE::DEV_00177,device
CUSTOMER::USER0817,ADDRESS::ADDR_00177,address
CUSTOMER::USER0817,PAYMENT::PAY_00177,payment
CUSTOMER::USER0817,IP::10.233.234.153,ip
CUSTOMER::USER0939,DEVICE::DEV_00178,device
CUSTOMER::USER0939,ADDRESS::ADDR_00178,address
CUSTOMER::USER0939,PAYMENT::PAY_00178,payment
CUSTOMER::USER0939,IP::10.43.40.73,ip
CUSTOMER::USER1422,DEVICE::DEV_00179,device
CUSTOMER::USER1422,ADDRESS::ADDR_00179,address
CUSTOMER::USER1422,PAYMENT::PAY_00179,payment
CUSTOMER::USER1422,IP::10.147.40.116,ip
CUSTOMER::USER0519,DEVICE::DEV_00180,device
CUSTOMER::USER0519,ADDRESS::ADDR_00180,address
CUSTOMER::USER0519,PAYMENT::PAY_00180,payment
CUSTOMER::USER0519,IP::10.30.138.6,ip
CUSTOMER::USER1347,DEVICE::DEV_00181,device
CUSTOMER::USER1347,ADDRESS::ADDR_00181,address
CUSTOMER::USER1347,PAYMENT::PAY_00181,payment
CUSTOMER::USER1347,IP::10.181.15.50,ip
CUSTOMER::USER1396,DEVICE::DEV_00182,device
CUSTOMER::USER1396,ADDRESS::ADDR_00182,address
CUSTOMER::USER1396,PAYMENT::PAY_00182,payment
CUSTOMER::USER1396,IP::10.45.212.14,ip
CUSTOMER::USER0699,DEVICE::DEV_00183,device
CUSTOMER::USER0699,ADDRESS::ADDR_00183,address
CUSTOMER::USER0699,PAYMENT::PAY_00183,payment
CUSTOMER::USER0699,IP::10.110.151.132,ip
CUSTOMER::USER1988,DEVICE::DEV_00184,device
CUSTOMER::USER1988,ADDRESS::ADDR_00184,address
CUSTOMER::USER1988,PAYMENT::PAY_00184,payment
CUSTOMER::USER1988,IP::10.173.204.100,ip
CUSTOMER::USER1310,DEVICE::DEV_00185,device
CUSTOMER::USER1310,ADDRESS::ADDR_00185,address
CUSTOMER::USER1310,PAYMENT::PAY_00185,payment
CUSTOMER::USER1310,IP::10.211.81.251,ip
CUSTOMER::USER0555,DEVICE::DEV_00186,device
CUSTOMER::USER0555,ADDRESS::ADDR_00186,address
CUSTOMER::USER0555,PAYMENT::PAY_00186,payment
CUSTOMER::USER0555,IP::10.129.187.223,ip
CUSTOMER::USER0658,DEVICE::DEV_00187,device
CUSTOMER::USER0658,ADDRESS::ADDR_00187,address
CUSTOMER::USER0658,PAYMENT::PAY_00187,payment
CUSTOMER::USER0658,IP::10.202.217.137,ip
CUSTOMER::USER1652,DEVICE::ABUSE_DEV_018,device
CUSTOMER::USER1652,ADDRESS::ABUSE_ADDR_018,address
CUSTOMER::USER1652,PAYMENT::ABUSE_PAY_018,payment
CUSTOMER::USER1652,IP::10.12.126.47,ip
DEVICE::ABUSE_DEV_018,CUSTOMER::USER1841,device
DEVICE::ABUSE_DEV_018,CUSTOMER::USER1791,device
DEVICE::ABUSE_DEV_018,CUSTOMER::USER1635,device
ADDRESS::ABUSE_ADDR_018,CUSTOMER::USER1841,address
ADDRESS::ABUSE_ADDR_018,CUSTOMER::USER1791,address
ADDRESS::ABUSE_ADDR_018,CUSTOMER::USER1635,address
PAYMENT::ABUSE_PAY_018,CUSTOMER::USER1841,payment
PAYMENT::ABUSE_PAY_018,CUSTOMER::USER1791,payment
PAYMENT::ABUSE_PAY_018,CUSTOMER::USER1635,payment
CUSTOMER::USER1419,DEVICE::DEV_00189,device
CUSTOMER::USER1419,ADDRESS::ADDR_00189,address
CUSTOMER::USER1419,PAYMENT::PAY_00189,payment
CUSTOMER::USER1419,IP::10.226.61.58,ip
CUSTOMER::USER1271,DEVICE::DEV_00190,device
CUSTOMER::USER1271,ADDRESS::ADDR_00190,address
CUSTOMER::USER1271,PAYMENT::PAY_00190,payment
CUSTOMER::USER1271,IP::10.64.164.146,ip
CUSTOMER::USER1464,DEVICE::DEV_00191,device
CUSTOMER::USER1464,ADDRESS::ADDR_00191,address
CUSTOMER::USER1464,PAYMENT::PAY_00191,payment
CUSTOMER::USER1464,IP::10.242.106.72,ip
CUSTOMER::USER1732,DEVICE::DEV_00192,device
CUSTOMER::USER1732,ADDRESS::ADDR_00192,address
CUSTOMER::USER1732,PAYMENT::PAY_00192,payment
CUSTOMER::USER1732,IP::10.13.2.95,ip
CUSTOMER::USER1748,DEVICE::DEV_00193,device
CUSTOMER::USER1748,ADDRESS::ADDR_00193,address
CUSTOMER::USER1748,PAYMENT::PAY_00193,payment
CUSTOMER::USER1748,IP::10.236.134.227,ip
CUSTOMER::USER0494,DEVICE::DEV_00194,device
CUSTOMER::USER0494,ADDRESS::ADDR_00194,address
CUSTOMER::USER0494,PAYMENT::PAY_00194,payment
CUSTOMER::USER0494,IP::10.26.24.212,ip
CUSTOMER::USER1888,DEVICE::DEV_00195,device
CUSTOMER::USER1888,ADDRESS::ADDR_00195,address
CUSTOMER::USER1888,PAYMENT::PAY_00195,payment
CUSTOMER::USER1888,IP::10.28.14.103,ip
CUSTOMER::USER1701,DEVICE::DEV_00196,device
CUSTOMER::USER1701,ADDRESS::ADDR_00196,address
CUSTOMER::USER1701,PAYMENT::PAY_00196,payment
CUSTOMER::USER1701,IP::10.235.176.26,ip
CUSTOMER::USER0340,DEVICE::DEV_00197,device
CUSTOMER::USER0340,ADDRESS::ADDR_00197,address
CUSTOMER::USER0340,PAYMENT::PAY_00197,payment
CUSTOMER::USER0340,IP::10.213.215.204,ip
CUSTOMER::USER0480,DEVICE::DEV_00198,device
CUSTOMER::USER0480,ADDRESS::ADDR_00198,address
CUSTOMER::USER0480,PAYMENT::PAY_00198,payment
CUSTOMER::USER0480,IP::10.230.61.249,ip
CUSTOMER::USER1564,DEVICE::DEV_00199,device
CUSTOMER::USER1564,ADDRESS::ADDR_00199,address
CUSTOMER::USER1564,PAYMENT::PAY_00199,payment
CUSTOMER::USER1564,IP::10.82.204.148,ip
CUSTOMER::USER1402,DEVICE::DEV_00200,device
CUSTOMER::USER1402,ADDRESS::ADDR_00200,address
CUSTOMER::USER1402,PAYMENT::PAY_00200,payment
CUSTOMER::USER1402,IP::10.198.160.164,ip
CUSTOMER::USER0766,DEVICE::DEV_00201,device
CUSTOMER::USER0766,ADDRESS::ADDR_00201,address
CUSTOMER::USER0766,PAYMENT::PAY_00201,payment
CUSTOMER::USER0766,IP::10.157.198.188,ip
CUSTOMER::USER0112,DEVICE::DEV_00202,device
CUSTOMER::USER0112,ADDRESS::ADDR_00202,address
CUSTOMER::USER0112,PAYMENT::PAY_00202,payment
CUSTOMER::USER0112,IP::10.35.210.137,ip
CUSTOMER::USER1290,DEVICE::DEV_00203,device
CUSTOMER::USER1290,ADDRESS::ADDR_00203,address
CUSTOMER::USER1290,PAYMENT::PAY_00203,payment
CUSTOMER::USER1290,IP::10.83.131.246,ip
CUSTOMER::USER0834,DEVICE::DEV_00204,device
CUSTOMER::USER0834,ADDRESS::ADDR_00204,address
CUSTOMER::USER0834,PAYMENT::PAY_00204,payment
CUSTOMER::USER0834,IP::10.218.212.118,ip
CUSTOMER::USER0665,DEVICE::DEV_00205,device
CUSTOMER::USER0665,ADDRESS::ADDR_00205,address
CUSTOMER::USER0665,PAYMENT::PAY_00205,payment
CUSTOMER::USER0665,IP::10.200.98.175,ip
CUSTOMER::USER1866,DEVICE::DEV_00206,device
CUSTOMER::USER1866,ADDRESS::ADDR_00206,address
CUSTOMER::USER1866,PAYMENT::PAY_00206,payment
CUSTOMER::USER1866,IP::10.163.64.68,ip
CUSTOMER::USER0419,DEVICE::DEV_00207,device
CUSTOMER::USER0419,ADDRESS::ADDR_00207,address
CUSTOMER::USER0419,PAYMENT::PAY_00207,payment
CUSTOMER::USER0419,IP::10.16.36.111,ip
CUSTOMER::USER1443,DEVICE::DEV_00208,device
CUSTOMER::USER1443,ADDRESS::ADDR_00208,address
CUSTOMER::USER1443,PAYMENT::PAY_00208,payment
CUSTOMER::USER1443,IP::10.122.42.106,ip
CUSTOMER::USER0348,DEVICE::DEV_00209,device
CUSTOMER::USER0348,ADDRESS::ADDR_00209,address
CUSTOMER::USER0348,PAYMENT::PAY_00209,payment
CUSTOMER::USER0348,IP::10.154.60.86,ip
CUSTOMER::USER1960,DEVICE::DEV_00210,device
CUSTOMER::USER1960,ADDRESS::ADDR_00210,address
CUSTOMER::USER1960,PAYMENT::PAY_00210,payment
CUSTOMER::USER1960,IP::10.94.129.94,ip
CUSTOMER::USER1789,DEVICE::DEV_00211,device
CUSTOMER::USER1789,ADDRESS::ADDR_00211,address
CUSTOMER::USER1789,PAYMENT::PAY_00211,payment
CUSTOMER::USER1789,IP::10.188.84.111,ip
CUSTOMER::USER1067,DEVICE::DEV_00212,device
CUSTOMER::USER1067,ADDRESS::ADDR_00212,address
CUSTOMER::USER1067,PAYMENT::PAY_00212,payment
CUSTOMER::USER1067,IP::10.97.47.175,ip
CUSTOMER::USER0262,DEVICE::DEV_00213,device
CUSTOMER::USER0262,ADDRESS::ADDR_00213,address
CUSTOMER::USER0262,PAYMENT::PAY_00213,payment
CUSTOMER::USER0262,IP::10.60.76.202,ip
CUSTOMER::USER0238,DEVICE::DEV_00214,device
CUSTOMER::USER0238,ADDRESS::ADDR_00214,address
CUSTOMER::USER0238,PAYMENT::PAY_00214,payment
CUSTOMER::USER0238,IP::10.242.171.233,ip
CUSTOMER::USER1741,DEVICE::DEV_00215,device
CUSTOMER::USER1741,ADDRESS::ADDR_00215,address
CUSTOMER::USER1741,PAYMENT::PAY_00215,payment
CUSTOMER::USER1741,IP::10.217.123.196,ip
CUSTOMER::USER1587,DEVICE::DEV_00216,device
CUSTOMER::USER1587,ADDRESS::ADDR_00216,address
CUSTOMER::USER1587,PAYMENT::PAY_00216,payment
CUSTOMER::USER1587,IP::10.84.117.137,ip
CUSTOMER::USER0872,DEVICE::ABUSE_DEV_015,device
CUSTOMER::USER0872,ADDRESS::ABUSE_ADDR_015,address
CUSTOMER::USER0872,PAYMENT::PAY_00217,payment
CUSTOMER::USER0872,IP::10.244.216.125,ip
DEVICE::ABUSE_DEV_015,CUSTOMER::USER0315,device
DEVICE::ABUSE_DEV_015,CUSTOMER::USER1655,device
ADDRESS::ABUSE_ADDR_015,CUSTOMER::USER0315,address
ADDRESS::ABUSE_ADDR_015,CUSTOMER::USER1655,address
CUSTOMER::USER1611,DEVICE::DEV_00218,device
CUSTOMER::USER1611,ADDRESS::ADDR_00218,address
CUSTOMER::USER1611,PAYMENT::PAY_00218,payment
CUSTOMER::USER1611,IP::10.166.52.205,ip
CUSTOMER::USER1685,DEVICE::DEV_00219,device
CUSTOMER::USER1685,ADDRESS::ADDR_00219,address
CUSTOMER::USER1685,PAYMENT::PAY_00219,payment
CUSTOMER::USER1685,IP::10.141.136.195,ip
CUSTOMER::USER0417,DEVICE::DEV_00220,device
CUSTOMER::USER0417,ADDRESS::ADDR_00220,address
CUSTOMER::USER0417,PAYMENT::PAY_00220,payment
CUSTOMER::USER0417,IP::10.161.19.74,ip
CUSTOMER::USER0461,DEVICE::DEV_00221,device
CUSTOMER::USER0461,ADDRESS::ADDR_00221,address
CUSTOMER::USER0461,PAYMENT::PAY_00221,payment
CUSTOMER::USER0461,IP::10.45.187.9,ip
CUSTOMER::USER1591,DEVICE::DEV_00222,device
CUSTOMER::USER1591,ADDRESS::ADDR_00222,address
CUSTOMER::USER1591,PAYMENT::PAY_00222,payment
CUSTOMER::USER1591,IP::10.52.152.177,ip
CUSTOMER::USER0601,DEVICE::DEV_00223,device
CUSTOMER::USER0601,ADDRESS::ADDR_00223,address
CUSTOMER::USER0601,PAYMENT::PAY_00223,payment
CUSTOMER::USER0601,IP::10.128.219.234,ip
CUSTOMER::USER1629,DEVICE::DEV_00224,device
CUSTOMER::USER1629,ADDRESS::ADDR_00224,address
CUSTOMER::USER1629,PAYMENT::PAY_00224,payment
CUSTOMER::USER1629,IP::10.34.242.157,ip
CUSTOMER::USER0778,DEVICE::DEV_00225,device
CUSTOMER::USER0778,ADDRESS::ADDR_00225,address
CUSTOMER::USER0778,PAYMENT::PAY_00225,payment
